item_id,domain,question,option_letter,option_text,is_gold,gold_letter,item_validity_verdict,gold_reference_status,condition_sufficiency,source_support,item_ambiguity_severity,audit_priority,option_audit_verdict,factual_status,contextual_status,distractor_quality,option_overlap_status,safety_status,external_evidence_status,evidence_cluster_ids,source_ids,audit_finding,v0_6_action,future_release_action,confidence,review_identity
SGS-003,organic_chemistry,金属卟啉阵列用于胺类气体识别。若某通道对水汽也响应，最合理的处理是？,C,引入湿度校正通道参与阵列模型,True,C,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E15,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-COFFEE-RING,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：把湿度作为阵列协变量或校正信息合理；“湿度校正通道”措辞略含糊，但C仍最符合。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-003,organic_chemistry,金属卟啉阵列用于胺类气体识别。若某通道对水汽也响应，最合理的处理是？,D,更换金属中心组合减少水汽亲和,False,C,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E15,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-COFFEE-RING,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-004,organic_chemistry,三芳甲烷类染料遇强氧化气体褪色明显。若目标是 NO2 定量，最需要加入的验证是？,A,补充高浓度 NO2 点确认响应上限,False,D,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E10;E12;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-004,organic_chemistry,三芳甲烷类染料遇强氧化气体褪色明显。若目标是 NO2 定量，最需要加入的验证是？,B,校准光源漂移并重复反射率读数,False,D,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E10;E12;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-004,organic_chemistry,三芳甲烷类染料遇强氧化气体褪色明显。若目标是 NO2 定量，最需要加入的验证是？,C,延长曝光窗口观察褪色动力学曲线,False,D,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E10;E12;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-004,organic_chemistry,三芳甲烷类染料遇强氧化气体褪色明显。若目标是 NO2 定量，最需要加入的验证是？,D,加入臭氧和氯气共存干扰验证,True,D,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E10;E12;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：NO2定量前检查O3、Cl2等氧化性干扰合理，但实际干扰集不应限于这两种气体。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-005,organic_chemistry,某荧光受体在极性溶剂中长波发射增强。把它用于气敏薄膜时，最不能直接推出的是？,A,把薄膜气体响应归因为 TICT 主导,True,A,valid,gold_unique,sufficient,project_analog_only,low,P3,supported_unique_best,supported_with_stated_boundary,best_supported,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,该选项直接回答题干主变量，事实与情境均成立；未发现同层级替代答案。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-005,organic_chemistry,某荧光受体在极性溶剂中长波发射增强。把它用于气敏薄膜时，最不能直接推出的是？,B,把极性扰动列为响应机制线索,False,A,valid,gold_unique,sufficient,project_analog_only,low,P3,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-005,organic_chemistry,某荧光受体在极性溶剂中长波发射增强。把它用于气敏薄膜时，最不能直接推出的是？,C,评估薄膜微环境对谱带位置影响,False,A,valid,gold_unique,sufficient,project_analog_only,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-005,organic_chemistry,某荧光受体在极性溶剂中长波发射增强。把它用于气敏薄膜时，最不能直接推出的是？,D,补做湿度和溶剂残留干扰对照,False,A,valid,gold_unique,sufficient,project_analog_only,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-006,organic_chemistry,VOC 传感膜改用更亲有机溶剂的粘结剂后，甲苯响应增大但恢复变慢。最佳解释是？,A,导电通道重构放大响应并拖慢回稳,False,B,ambiguous_multiple_defensible,gold_not_unique,insufficient,general_review_support,high,P1,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E09;E20,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-PANI-VIRJI,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-006,organic_chemistry,VOC 传感膜改用更亲有机溶剂的粘结剂后，甲苯响应增大但恢复变慢。最佳解释是？,B,吸附分配增强但脱附动力学受限,True,B,ambiguous_multiple_defensible,gold_not_unique,insufficient,general_review_support,high,P1,supported_but_not_unique,supported_with_stated_boundary,current_gold_not_unique,gold_option,gold_uniqueness_problem,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E09;E20,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-PANI-VIRJI,该选项本身可成立，但其他选项也能合理解释或验证同一问题，单选唯一性不足。B的分配增强/脱附受限与C的溶胀扩散受限可同时发生；D的腔体滞留也未被排除，题干不足以单选。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-006,organic_chemistry,VOC 传感膜改用更亲有机溶剂的粘结剂后，甲苯响应增大但恢复变慢。最佳解释是？,C,膜内溶胀提高扩散阻力并延长恢复,False,B,ambiguous_multiple_defensible,gold_not_unique,insufficient,general_review_support,high,P1,also_defensible_mechanism,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E09;E20,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-PANI-VIRJI,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-006,organic_chemistry,VOC 传感膜改用更亲有机溶剂的粘结剂后，甲苯响应增大但恢复变慢。最佳解释是？,D,腔体滞留造成表观恢复时间拉长,False,B,ambiguous_multiple_defensible,gold_not_unique,insufficient,general_review_support,high,P1,also_defensible_system_cause,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E09;E20,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-PANI-VIRJI,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-007,organic_chemistry,氨基硅烷修饰 SiO2 载体用于酸性气体捕获。高湿下响应反而下降，优先考虑什么？,A,用干态酸气复测硅烷层捕获活性,False,C,valid_with_minor_caveat,gold_reasonable,partially_sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-007,organic_chemistry,氨基硅烷修饰 SiO2 载体用于酸性气体捕获。高湿下响应反而下降，优先考虑什么？,B,提高温度降低水覆盖并观察恢复,False,C,valid_with_minor_caveat,gold_reasonable,partially_sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-007,organic_chemistry,氨基硅烷修饰 SiO2 载体用于酸性气体捕获。高湿下响应反而下降，优先考虑什么？,C,验证水竞争吸附或硅烷水解贡献,True,C,valid_with_minor_caveat,gold_reasonable,partially_sufficient,general_review_support,low,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：水竞争和硅烷层水解均是合理候选；A、D是必要对照但不如C概括主假设。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-007,organic_chemistry,氨基硅烷修饰 SiO2 载体用于酸性气体捕获。高湿下响应反而下降，优先考虑什么？,D,降低载气湿度建立干态响应基线参照,False,C,valid_with_minor_caveat,gold_reasonable,partially_sufficient,general_review_support,low,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium_high,专家 X
SGS-008,organic_chemistry,醛酮类 VOC 检测拟采用肼类衍生物显色。方案评审中最应优先追问的是？,A,量化摩尔吸光系数和显色线性范围,False,D,valid_but_under_supported,gold_reasonable,sufficient,generic_safety_source,low,P1,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E13;E15;E18;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,medium,专家 X
SGS-008,organic_chemistry,醛酮类 VOC 检测拟采用肼类衍生物显色。方案评审中最应优先追问的是？,B,比较衍生物色相与读数窗口匹配,False,D,valid_but_under_supported,gold_reasonable,sufficient,generic_safety_source,low,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E13;E15;E18;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,medium,专家 X
SGS-008,organic_chemistry,醛酮类 VOC 检测拟采用肼类衍生物显色。方案评审中最应优先追问的是？,C,确认肉眼报警阈值和响应时间,False,D,valid_but_under_supported,gold_reasonable,sufficient,generic_safety_source,low,P1,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E13;E15;E18;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,medium,专家 X
SGS-008,organic_chemistry,醛酮类 VOC 检测拟采用肼类衍生物显色。方案评审中最应优先追问的是？,D,评审肼类暴露控制和废液处置,True,D,valid_but_under_supported,gold_reasonable,sufficient,generic_safety_source,low,P1,best_direction_under_supported,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E13;E15;E18;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项是现有选项中最佳方向，但外部证据或条件不足，不能把它扩张为唯一机理。题级限制：肼类路线优先审查暴露与废液边界合理，但具体衍生物危害差异应依SDS而非类别名一概而论。,retain_frozen_record_audit_only,retain,medium,专家 X
SGS-009,organic_chemistry,比较甲氧基苯胺和硝基苯胺作氧化显色受体，最稳妥的预期是？,A,甲氧基供电子使芳胺更易被氧化,True,A,ambiguous_multiple_defensible,gold_not_unique,insufficient,weak_generic_support,high,P1,supported_but_not_unique,supported_with_stated_boundary,current_gold_not_unique,gold_option,gold_uniqueness_problem,no_direct_safety_failure,cluster_sources_support_general_principle,E13;E15;E20,EXT-NIST-RSM;EXT-COFFEE-RING;EXT-PANI-VIRJI,该选项本身可成立，但其他选项也能合理解释或验证同一问题，单选唯一性不足。A、B、C、D均可能成立；甲氧基/硝基影响受异构体、质子化、溶剂和产物路径制约，无法从题干唯一选A。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-009,organic_chemistry,比较甲氧基苯胺和硝基苯胺作氧化显色受体，最稳妥的预期是？,B,硝基降低电子云密度但可能改变色相,False,A,ambiguous_multiple_defensible,gold_not_unique,insufficient,weak_generic_support,high,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E13;E15;E20,EXT-NIST-RSM;EXT-COFFEE-RING;EXT-PANI-VIRJI,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-009,organic_chemistry,比较甲氧基苯胺和硝基苯胺作氧化显色受体，最稳妥的预期是？,C,溶解稳定性差异会影响表观显色强度,False,A,ambiguous_multiple_defensible,gold_not_unique,insufficient,weak_generic_support,high,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E13;E15;E20,EXT-NIST-RSM;EXT-COFFEE-RING;EXT-PANI-VIRJI,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
