item_id,domain,question,option_letter,option_text,is_gold,gold_letter,item_validity_verdict,gold_reference_status,condition_sufficiency,source_support,item_ambiguity_severity,audit_priority,option_audit_verdict,factual_status,contextual_status,distractor_quality,option_overlap_status,safety_status,external_evidence_status,evidence_cluster_ids,source_ids,audit_finding,v0_6_action,future_release_action,confidence,review_identity
SGS-017,organic_chemistry,同一染料负载量提高后，低浓度 H2S 纸带颜色更深但线性区缩短。最佳解释是？,A,高负载使低浓度段提前接近饱和,True,A,questionable_gold,gold_scientifically_weak,insufficient,project_analog_only,high,P1,questionable_gold,plausible_but_not_established,questionable_gold,gold_option,gold_uniqueness_problem,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E10;E15;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-LOD,该选项只能算候选解释，现有规律并不保证其成立；其他机制同样可能。提高受体负载通常增加容量，不必然让低浓度段化学饱和；光学自吸收、背景加深、聚集和有效反应层变化均可压缩线性，A不具唯一性。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-017,organic_chemistry,同一染料负载量提高后，低浓度 H2S 纸带颜色更深但线性区缩短。最佳解释是？,B,光学自吸收主要影响高浓度端反射率,False,A,questionable_gold,gold_scientifically_weak,insufficient,project_analog_only,high,P1,plausible_alternative,factually_plausible_or_true,inferior_or_unsupported,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E10;E15;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-LOD,该选项是合理的替代解释或更稳妥的证据边界；题干不足以把它稳定排除。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-017,organic_chemistry,同一染料负载量提高后，低浓度 H2S 纸带颜色更深但线性区缩短。最佳解释是？,C,基膜容量限制导致有效反应层变浅,False,A,questionable_gold,gold_scientifically_weak,insufficient,project_analog_only,high,P1,plausible_alternative,factually_plausible_or_true,inferior_or_unsupported,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E10;E15;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-LOD,该选项是合理的替代解释或更稳妥的证据边界；题干不足以把它稳定排除。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-017,organic_chemistry,同一染料负载量提高后，低浓度 H2S 纸带颜色更深但线性区缩短。最佳解释是？,D,产物聚集使背景变深并压缩线性,False,A,questionable_gold,gold_scientifically_weak,insufficient,project_analog_only,high,P1,plausible_alternative,factually_plausible_or_true,inferior_or_unsupported,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E10;E15;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-LOD,该选项是合理的替代解释或更稳妥的证据边界；题干不足以把它稳定排除。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-020,physical_chemistry,某 MOS 传感器升温后 H2 响应增大，但恢复明显变慢。最合理的研发判断是？,A,继续升温寻找响应和恢复的折中点,False,B,questionable_gold,gold_restates_observation,insufficient,general_review_support,high,P1,plausible_alternative,factually_plausible_or_true,inferior_or_unsupported,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E05;E19,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项是合理的替代解释或更稳妥的证据边界；题干不足以把它稳定排除。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-020,physical_chemistry,某 MOS 传感器升温后 H2 响应增大，但恢复明显变慢。最合理的研发判断是？,B,评估响应增强与脱附变慢的权衡,True,B,questionable_gold,gold_restates_observation,insufficient,general_review_support,high,P1,questionable_gold,plausible_but_not_established,questionable_gold,gold_option,gold_uniqueness_problem,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E05;E19,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项只能算候选解释，现有规律并不保证其成立；其他机制同样可能。升温通常加快脱附；若恢复反而变慢，应考虑不可逆反应、相变、烧结或传质/测量问题。B仅重述权衡且把“脱附变慢”当成既定机制。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-020,physical_chemistry,某 MOS 传感器升温后 H2 响应增大，但恢复明显变慢。最合理的研发判断是？,D,优化采样频率解析恢复尾段曲线,False,B,questionable_gold,gold_restates_observation,insufficient,general_review_support,high,P1,plausible_alternative,factually_plausible_or_true,inferior_or_unsupported,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,sources_do_not_resolve_gold_uniqueness,E05;E19,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项是合理的替代解释或更稳妥的证据边界；题干不足以把它稳定排除。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-023,physical_chemistry,同一材料厚膜响应更高但 T90 变长。最适合的解释是？,A,厚膜增加扩散路径并拉长响应时间,True,A,ambiguous_incomplete_gold,gold_explains_only_half,insufficient,general_transport_support,high,P1,incomplete_gold,plausible_but_not_established,incomplete_gold,gold_option,gold_uniqueness_problem,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-LOD,该选项解释了部分现象，但未覆盖题干要求的全部结果，需要与互补选项合并。A解释T90变长，B解释响应提高；题干要求解释两个现象，最佳答案应组合吸附容量增加与扩散路径增长。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-023,physical_chemistry,同一材料厚膜响应更高但 T90 变长。最适合的解释是？,B,厚膜提高有效吸附量可解释响应增强,False,A,ambiguous_incomplete_gold,gold_explains_only_half,insufficient,general_transport_support,high,P1,complementary_true_option,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-LOD,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-024,physical_chemistry,Pd 修饰 SnO2 后 H2 响应增强。若要区分催化溢流和电子敏化，最有用的是？,D,用形貌与粒径统计排除分散差异,False,B,valid_with_major_caveat,gold_partial,partially_sufficient,general_review_support,medium,P1,complementary_required_evidence,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E01,EXT-NIST-RSM,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-028,physical_chemistry,比较 n 型和 p 型电阻式传感器时，响应指标最应注意什么？,C,报告暴露前后电阻并附方向说明,False,B,ambiguous_multiple_defensible,gold_incomplete,partially_sufficient,general_review_support,medium,P1,complementary_required_reporting,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E12,EXT-NIST-RSM,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-028,physical_chemistry,比较 n 型和 p 型电阻式传感器时，响应指标最应注意什么？,D,分开保留两种电阻比定义和原始表格,False,B,ambiguous_multiple_defensible,gold_incomplete,partially_sufficient,general_review_support,medium,P1,complementary_required_reporting,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E12,EXT-NIST-RSM,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-067,general_chemistry,某受体水溶性很好。作为气敏膜组分，为什么仍不能直接判优？,A,评估高湿下水分竞争吸附风险,False,C,ambiguous_multiple_defensible,gold_broad_but_not_unique,sufficient,general_material_support,moderate,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12;E15,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-COFFEE-RING,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-067,general_chemistry,某受体水溶性很好。作为气敏膜组分，为什么仍不能直接判优？,B,确认干膜中受体迁移和结晶风险,False,C,ambiguous_multiple_defensible,gold_broad_but_not_unique,sufficient,general_material_support,moderate,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12;E15,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-COFFEE-RING,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-067,general_chemistry,某受体水溶性很好。作为气敏膜组分，为什么仍不能直接判优？,D,比较水相浸渍后负载量保持率,False,C,ambiguous_multiple_defensible,gold_broad_but_not_unique,sufficient,general_material_support,moderate,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E05;E12;E15,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-COFFEE-RING,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-070,general_chemistry,XPS 显示催化金属价态测试后发生变化。最稳妥的结论是？,A,把价态变化作为机理参与线索,False,B,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,supported_with_sample_specific_boundary,E07;E12;E19,EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE;EXT-NIST-RSM,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-070,general_chemistry,XPS 显示催化金属价态测试后发生变化。最稳妥的结论是？,C,安排循环测试判断价态变化可逆性,False,B,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,complementary_validation,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,supported_with_sample_specific_boundary,E07;E12;E19,EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE;EXT-NIST-RSM,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-074,analytical_chemistry,显色纸带用反射率读数时，不同基膜初始颜色差异明显。最合理做法是？,C,按基膜类型分别设定反射率阈值,False,A,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,also_defensible_threshold_strategy,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E11;E13;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-083,technical_chemistry,将浸渍工艺换成旋涂后，膜更均匀但响应变慢。最可能原因是？,A,比较膜厚和负载量变化对 T90 影响,False,D,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,complementary_direct_measurement,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E15;E21;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-COFFEE-RING;EXT-NIST-RSM;EXT-LOD,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-084,technical_chemistry,丝网印刷气敏浆料边缘堆积严重。最先优化什么？,B,调整固含量和溶剂挥发窗口,False,A,ambiguous_multiple_defensible,gold_overly_broad,partially_sufficient,process_science_support,major,P1,also_defensible_process_variable,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E15;E21,EXT-COFFEE-RING;EXT-NIST-RSM;EXT-NIST-GAS,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-084,technical_chemistry,丝网印刷气敏浆料边缘堆积严重。最先优化什么？,D,改变烘干程序降低边缘迁移,False,A,ambiguous_multiple_defensible,gold_overly_broad,partially_sufficient,process_science_support,major,P1,also_defensible_process_variable,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E15;E21,EXT-COFFEE-RING;EXT-NIST-RSM;EXT-NIST-GAS,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-087,technical_chemistry,连续浸渍纸带时前后段颜色逐渐变浅。最可能的工艺原因是？,A,核查基膜批次和吸液量沿程差异,False,D,ambiguous_multiple_defensible,gold_plausible_not_unique,under_specified,project_analog,major,P1,also_defensible,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E09;E11;E13;E15;E21,EXT-NIST-RSM;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-COFFEE-RING,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-090,technical_chemistry,纸带干燥后边缘颜色更深。下一步最合理的是？,A,调整干燥温度和风速观察边缘富集,False,C,ambiguous_multiple_defensible,gold_diagnosis_and_option_A_test_overlap,sufficient,project_analog_plus_process_support,moderate,P1,complementary_direct_test,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E15,EXT-COFFEE-RING,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-090,technical_chemistry,纸带干燥后边缘颜色更深。下一步最合理的是？,D,改变基膜夹持方式减少边缘蒸发,False,C,ambiguous_multiple_defensible,gold_diagnosis_and_option_A_test_overlap,sufficient,project_analog_plus_process_support,moderate,P1,also_defensible_process_test,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E15,EXT-COFFEE-RING,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-093,toxicity_and_safety,计划测试 PH3 响应，但实验室没有专用报警和尾气处理。最佳回答是？,B,改用替代低毒气体验证读数链路完整性,False,A,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,sufficient,official_safety_support,moderate,P1,valid_safe_followup,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E12;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该选项在受控、授权和 SOP 完整的条件下可以成为合规后续，不能笼统标为错误；即时 no-go 与后续修复动作应分开评分。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-093,toxicity_and_safety,计划测试 PH3 响应，但实验室没有专用报警和尾气处理。最佳回答是？,C,委托具备 PH3 条件的平台完成测试,False,A,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,sufficient,official_safety_support,moderate,P1,valid_safe_followup,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E12;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该选项在受控、授权和 SOP 完整的条件下可以成为合规后续，不能笼统标为错误；即时 no-go 与后续修复动作应分开评分。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-093,toxicity_and_safety,计划测试 PH3 响应，但实验室没有专用报警和尾气处理。最佳回答是？,D,完成 PH3 专项 SOP、报警联锁和尾气方案评审,False,A,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,sufficient,official_safety_support,moderate,P1,valid_required_followup,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E10;E12;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
