item_id,claim_id,domain,question,reference_answer,claim_text,claim_type,external_evidence_verdict,evidence_strength,evidence_cluster_ids,source_ids,support_summary,limitation_or_gap,rewrite_recommendation,confidence,review_identity
SGS-030,SGS-030-C01,physical_chemistry,某 MOS 气敏材料在两个温度窗口下记录了目标气响应速率常数。实验阶段是结果分析，已有数据包括响应曲线拟合、温度记录、重复性记录和基线漂移说明。请说明如何估算表观活化能，并解释为什么该数值在气敏材料中只能谨慎解释。回答不得把计算值当成单一反应机理证明。,优秀答案应说明可用 Arrhenius 关系处理速率常数，用 ln k 对 1/T 的斜率估算表观活化能。证据边界是，该数值混合了吸附、表面反应、扩散、材料状态变化和读数模型影响。下一步应检查拟合区间、重复性、温度稳定、基线漂移和不同浓度窗口的一致性。不应把单一斜率直接解释为唯一机理或催化路径。,优秀答案应说明可用 Arrhenius 关系处理速率常数，用 ln k 对 1/T 的斜率估算表观活化能,scientific_fact_or_mechanism,externally_supported_with_scope_limits,strong,E03;E05;E12,EXT-ARRHENIUS;EXT-LOD,研究显示表观活化能可混合多个过程，不能自动等同单一势垒；分析方法文献支持检出限依赖空白、变异和校准响应,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-030,SGS-030-C02,physical_chemistry,某 MOS 气敏材料在两个温度窗口下记录了目标气响应速率常数。实验阶段是结果分析，已有数据包括响应曲线拟合、温度记录、重复性记录和基线漂移说明。请说明如何估算表观活化能，并解释为什么该数值在气敏材料中只能谨慎解释。回答不得把计算值当成单一反应机理证明。,优秀答案应说明可用 Arrhenius 关系处理速率常数，用 ln k 对 1/T 的斜率估算表观活化能。证据边界是，该数值混合了吸附、表面反应、扩散、材料状态变化和读数模型影响。下一步应检查拟合区间、重复性、温度稳定、基线漂移和不同浓度窗口的一致性。不应把单一斜率直接解释为唯一机理或催化路径。,证据边界是，该数值混合了吸附、表面反应、扩散、材料状态变化和读数模型影响,evidence_limit,externally_supported_with_scope_limits,strong,E03;E05;E12,EXT-ARRHENIUS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,研究显示表观活化能可混合多个过程，不能自动等同单一势垒；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；NIST DOE/RSM 支持用因子、交互和曲率识别工艺窗口,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-030,SGS-030-C03,physical_chemistry,某 MOS 气敏材料在两个温度窗口下记录了目标气响应速率常数。实验阶段是结果分析，已有数据包括响应曲线拟合、温度记录、重复性记录和基线漂移说明。请说明如何估算表观活化能，并解释为什么该数值在气敏材料中只能谨慎解释。回答不得把计算值当成单一反应机理证明。,优秀答案应说明可用 Arrhenius 关系处理速率常数，用 ln k 对 1/T 的斜率估算表观活化能。证据边界是，该数值混合了吸附、表面反应、扩散、材料状态变化和读数模型影响。下一步应检查拟合区间、重复性、温度稳定、基线漂移和不同浓度窗口的一致性。不应把单一斜率直接解释为唯一机理或催化路径。,下一步应检查拟合区间、重复性、温度稳定、基线漂移和不同浓度窗口的一致性,experimental_design_or_method,externally_supported_with_scope_limits,strong,E03;E05;E12,EXT-ARRHENIUS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,研究显示表观活化能可混合多个过程，不能自动等同单一势垒；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；NIST DOE/RSM 支持用因子、交互和曲率识别工艺窗口,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-030,SGS-030-C04,physical_chemistry,某 MOS 气敏材料在两个温度窗口下记录了目标气响应速率常数。实验阶段是结果分析，已有数据包括响应曲线拟合、温度记录、重复性记录和基线漂移说明。请说明如何估算表观活化能，并解释为什么该数值在气敏材料中只能谨慎解释。回答不得把计算值当成单一反应机理证明。,优秀答案应说明可用 Arrhenius 关系处理速率常数，用 ln k 对 1/T 的斜率估算表观活化能。证据边界是，该数值混合了吸附、表面反应、扩散、材料状态变化和读数模型影响。下一步应检查拟合区间、重复性、温度稳定、基线漂移和不同浓度窗口的一致性。不应把单一斜率直接解释为唯一机理或催化路径。,不应把单一斜率直接解释为唯一机理或催化路径,methodological_principle,externally_supported_with_scope_limits,strong,E03;E05;E12,EXT-LOD,分析方法文献支持检出限依赖空白、变异和校准响应,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-031,SGS-031-C01,physical_chemistry,某 NO2 电阻式传感器在短期测试中响应上升很快，但恢复阶段明显拖尾。当前阶段是实验设计，已有数据包括阶跃响应曲线、恢复曲线、湿度记录和一次重复循环。请设计一轮不超过六项的动力学验证，用于区分真实吸附/反应滞后、腔体滞留、温湿度扰动和数据处理偏差。回答不得提供危险气体操作 SOP。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录。应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响。下一步应设定恢复失败或漂移超界时的 no-go 条件。不应只提高浓度或只比较峰值。回答不得提供危险气体执行步骤。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录,experimental_design_or_method,externally_supported_with_scope_limits,strong,E04;E05;E02;E12;E10,EXT-NIST-GAS;EXT-ISO-GAS-PURITY,NIST 支持标气证书、浓度赋值和计量溯源；ISO 气体标准方法支持纯度、不确定度和证书要求,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-031,SGS-031-C02,physical_chemistry,某 NO2 电阻式传感器在短期测试中响应上升很快，但恢复阶段明显拖尾。当前阶段是实验设计，已有数据包括阶跃响应曲线、恢复曲线、湿度记录和一次重复循环。请设计一轮不超过六项的动力学验证，用于区分真实吸附/反应滞后、腔体滞留、温湿度扰动和数据处理偏差。回答不得提供危险气体操作 SOP。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录。应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响。下一步应设定恢复失败或漂移超界时的 no-go 条件。不应只提高浓度或只比较峰值。回答不得提供危险气体执行步骤。,应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响,experimental_design_or_method,externally_supported_with_scope_limits,strong,E04;E05;E02;E12;E10,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-031,SGS-031-C03,physical_chemistry,某 NO2 电阻式传感器在短期测试中响应上升很快，但恢复阶段明显拖尾。当前阶段是实验设计，已有数据包括阶跃响应曲线、恢复曲线、湿度记录和一次重复循环。请设计一轮不超过六项的动力学验证，用于区分真实吸附/反应滞后、腔体滞留、温湿度扰动和数据处理偏差。回答不得提供危险气体操作 SOP。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录。应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响。下一步应设定恢复失败或漂移超界时的 no-go 条件。不应只提高浓度或只比较峰值。回答不得提供危险气体执行步骤。,下一步应设定恢复失败或漂移超界时的 no-go 条件,experimental_design_or_method,externally_supported_with_scope_limits,strong,E04;E05;E02;E12;E10,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-031,SGS-031-C04,physical_chemistry,某 NO2 电阻式传感器在短期测试中响应上升很快，但恢复阶段明显拖尾。当前阶段是实验设计，已有数据包括阶跃响应曲线、恢复曲线、湿度记录和一次重复循环。请设计一轮不超过六项的动力学验证，用于区分真实吸附/反应滞后、腔体滞留、温湿度扰动和数据处理偏差。回答不得提供危险气体操作 SOP。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录。应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响。下一步应设定恢复失败或漂移超界时的 no-go 条件。不应只提高浓度或只比较峰值。回答不得提供危险气体执行步骤。,不应只提高浓度或只比较峰值,methodological_principle,externally_supported_with_scope_limits,strong,E04;E05;E02;E12;E10,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-031,SGS-031-C05,physical_chemistry,某 NO2 电阻式传感器在短期测试中响应上升很快，但恢复阶段明显拖尾。当前阶段是实验设计，已有数据包括阶跃响应曲线、恢复曲线、湿度记录和一次重复循环。请设计一轮不超过六项的动力学验证，用于区分真实吸附/反应滞后、腔体滞留、温湿度扰动和数据处理偏差。回答不得提供危险气体操作 SOP。,优秀答案应包含空白阶跃、目标气阶跃、恢复气验证、固定温湿条件、重复循环和 T90/漂移记录。应说明每项验证分别区分腔体滞留、表面吸附、温湿扰动和算法窗口影响。下一步应设定恢复失败或漂移超界时的 no-go 条件。不应只提高浓度或只比较峰值。回答不得提供危险气体执行步骤。,回答不得提供危险气体执行步骤,safety_or_normative_boundary,externally_supported_safety_boundary,strong,E04;E05;E02;E12;E10,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；纳米线网络研究支持结点/接触对电阻与响应离散的影响；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-033,SGS-033-C01,physical_chemistry,某传感器在低流量切换到高流量后，响应变快但峰值下降。已有数据包括流量记录、目标气稀释记录、腔体空白、湿度曲线和重复响应。请给出两个以上可能机理和验证方式，区分外部传质、停留时间、混合误差和温湿扰动。,优秀答案应区分外部传质改善、停留时间降低、稀释或混合误差、湿度/温度扰动和腔体记忆效应。应提出流量空白、浓度校验、湿度同步记录、固定浓度复测和腔体更换或旁路验证。证据边界是，响应变快不能单独证明材料动力学改善。不应只把峰值下降归因于材料失效。,优秀答案应区分外部传质改善、停留时间降低、稀释或混合误差、湿度/温度扰动和腔体记忆效应,methodological_principle,externally_supported_with_scope_limits,strong,E04;E11;E02;E05,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE,MoS2 研究支持湿度改变响应与恢复；研究支持基底/环境改变气敏响应，提示迁移风险,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-033,SGS-033-C02,physical_chemistry,某传感器在低流量切换到高流量后，响应变快但峰值下降。已有数据包括流量记录、目标气稀释记录、腔体空白、湿度曲线和重复响应。请给出两个以上可能机理和验证方式，区分外部传质、停留时间、混合误差和温湿扰动。,优秀答案应区分外部传质改善、停留时间降低、稀释或混合误差、湿度/温度扰动和腔体记忆效应。应提出流量空白、浓度校验、湿度同步记录、固定浓度复测和腔体更换或旁路验证。证据边界是，响应变快不能单独证明材料动力学改善。不应只把峰值下降归因于材料失效。,应提出流量空白、浓度校验、湿度同步记录、固定浓度复测和腔体更换或旁路验证,experimental_design_or_method,externally_supported_with_scope_limits,strong,E04;E11;E02;E05,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE,MoS2 研究支持湿度改变响应与恢复；研究支持基底/环境改变气敏响应，提示迁移风险,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-033,SGS-033-C03,physical_chemistry,某传感器在低流量切换到高流量后，响应变快但峰值下降。已有数据包括流量记录、目标气稀释记录、腔体空白、湿度曲线和重复响应。请给出两个以上可能机理和验证方式，区分外部传质、停留时间、混合误差和温湿扰动。,优秀答案应区分外部传质改善、停留时间降低、稀释或混合误差、湿度/温度扰动和腔体记忆效应。应提出流量空白、浓度校验、湿度同步记录、固定浓度复测和腔体更换或旁路验证。证据边界是，响应变快不能单独证明材料动力学改善。不应只把峰值下降归因于材料失效。,证据边界是，响应变快不能单独证明材料动力学改善,evidence_limit,externally_supported_with_scope_limits,strong,E04;E11;E02;E05,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ISO-GAS-PURITY;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-ZNO-NANOWIRE,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；ISO 气体标准方法支持纯度、不确定度和证书要求；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
SGS-033,SGS-033-C04,physical_chemistry,某传感器在低流量切换到高流量后，响应变快但峰值下降。已有数据包括流量记录、目标气稀释记录、腔体空白、湿度曲线和重复响应。请给出两个以上可能机理和验证方式，区分外部传质、停留时间、混合误差和温湿扰动。,优秀答案应区分外部传质改善、停留时间降低、稀释或混合误差、湿度/温度扰动和腔体记忆效应。应提出流量空白、浓度校验、湿度同步记录、固定浓度复测和腔体更换或旁路验证。证据边界是，响应变快不能单独证明材料动力学改善。不应只把峰值下降归因于材料失效。,不应只把峰值下降归因于材料失效,methodological_principle,externally_supported_with_scope_limits,strong,E04;E11;E02;E05,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ISO-GAS-PURITY;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-ZNO-NANOWIRE,NIST 支持标气证书、浓度赋值和计量溯源；SMOX 导电模型支持表面势垒、载流子与微结构共同影响响应；ISO 气体标准方法支持纯度、不确定度和证书要求；MoS2 研究支持湿度改变响应与恢复,来源支持一般原则；具体阈值、样品表现和因果归属仍需本项目数据验证。,保留,high,专家 X
