priority,package,archive,member_path,sha256,packaged_sha256_status,category,disposition,selected_target,conflict_basis,preserved_location,score_impact
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,raw_rebuild_acceptance_spec.md,6f0a75b5cbf46a848a0cb0b691b32fc4e34a156f711624cb8e8ecc171c6e0ec8,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,remaining_work_dashboard.xlsx,c45b83981125a29c29bcb951b5a963d89fa080693b6b692bb68176b52b2c81db,verified,release_input,selected_and_integrated,dashboards/remaining_work_dashboard.xlsx,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/CHANGELOG.md,dfcbb6883e6b1dc130bbe1f40c9cda61fd3289fa8b586c9c88e0c447ae88e9cc,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/README.md,4badafb430f8f5e6fdb1d5fda5dd55b5a85c100e640cd7e0c693684de00b48b5,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/RELEASE_NOTES.md,e33377e63d974db7cb8e65fd73d1beaa95fa74e4bca776b20c0088c2aa286f0c,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/docs/dataset_card.md,b169d35ac80f0f28983b9f755685133acd7b094901958d975d0d1f2b96d17ea2,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/docs/reproducibility.md,dbbbbcceec36a95218112e3eac20fe6c5bae546e40ab4265dd7f606e1065e19c,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/docs/risk_gates.md,be594f60b590e35a4bab492a90b68b2744484db527f46ed82679423be88dd727,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/docs/scoring_protocol.md,670b6f2337827601ba83ad2615adf57101a3f9ccc0d8eeb823c15b8acc3293a5,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/reports/evaluation_report.md,0f3a05a9b041b30335235a8e470791f06a75e7d9404c4ef3d45e9a4d558b3eb0,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/reports/final_release_audit.md,c10061fbe8ef94890226ede0cab2976339c3d94e6b4dfa129f535681b0459f63,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,repository_release_drafts/reports/model_error_analysis.md,8e4251211a7b1aea9b8c7cc318d3cc9305bf76e948157f768706c9f60a82dab2,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,review_tools/rebuild_and_compute_full_statistics.py,c056c0a8efd99832b071feabee9f7f2d99b3ab9fe185744dde1bfafdbab3da13,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,review_tools/rebuild_raw_evidence.py,3efa23cf92000b36517ab18c11b4bad3b676571893c8c32c436ce6f246ebd63c,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,robustness_40_item_pair_review.csv,f063479a8364545f9ca3fccf8aa017c118e621de80e24e4a0e2f6baa7795c9af,verified,release_input,selected_and_integrated,06_robustness/robustness_40_item_pair_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,robustness_group_review.csv,078a4259dd077af84af36a29a4396210df65dc73746f16c44de040be6b2d3333,verified,release_input,selected_and_integrated,06_robustness/robustness_group_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
1,remaining_work,2-sgs_benchmark_remaining_work_completion_v0.6.zip,statistical_diagnostic_inventory.csv,d30e9a4c78254a195e8226f65dd34902f3344847484fe256c7319c4131916905,verified,release_input,selected_and_integrated,08_statistics/statistical_diagnostic_inventory.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/2-sgs_benchmark_remaining_work_completion_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,FINAL_OPTION_AND_REFERENCE_EVIDENCE_REPORT.md,8cb6e6ae8f9da41ee99853d8e78e0594d94ac2d8c26e0550eac5e9f18e02136b,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,README.md,816bb9c5686d9395ecb20c8a167c8026f4a4dff48b08cdcfd2e0906b547d6568,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,SHA256SUMS.txt,4a871bd80bb93c0598afadc35be5dc536783192a90a234afd5fec196b7f6b7f7,not_listed_self_manifest,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,audit_summary.json,0dd9f69277a4e9cca4e94c303954b835f4344fc94226364a518f614a6d0efbeb,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,codex_integration_addendum.md,6699f7f6d83958b25e28d60325bf2f01da9e469d1db1d2116a95e6ad1f9658e3,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,evidence_cluster_ledger.csv,61c600549d03a84e09667652b85f0cd1ba189527824022a6fb69cd2c751ca066,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,external_evidence_source_ledger.csv,566fc1914afa8d52a23ee15013c5ca64f106556c6cd09ae0d3fe9a249e0ca691,verified,release_input,selected_and_integrated,03_reference_evidence/external_evidence_source_ledger.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,fr_112_reference_claim_evidence_audit.csv,046e2a355e7ace223b2ed0dc7e87aa04767bff9663bb9e280b881954001724d0,verified,release_input,selected_and_integrated,03_reference_evidence/fr_112_reference_claim_evidence_audit.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,fr_30_reference_answer_external_evidence_audit.csv,cdad98af7c42ddb511991c629333f97219ca93846642aeaf2025b59b40257935,verified,release_input,selected_and_integrated,03_reference_evidence/fr_30_reference_answer_external_evidence_audit.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,fr_reference_evidence_gap_queue.csv,05a653eb728089130856e9cd269e6f2cb1f31e29426f8b31def9a2b4e4ae99c7,verified,release_input,selected_and_integrated,03_reference_evidence/fr_reference_evidence_gap_queue.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,fr_reference_item_revision_queue.csv,a982c315eeafbf2916eeaaee79746d6ef94fe728790dbe63c7782f07c250c988,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,manifest.json,550834c053a2f747ffb79db43d81a37de3d101d8ba5d834629505736e67fc35d,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,mcq_122_item_option_set_summary.csv,ecd14387e1d6c9d51c1631610182021c8e84ba9aa49d78b521aeb5858516ded0,verified,release_input,selected_and_integrated,02_mcq_options/mcq_122_item_option_set_summary.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,mcq_488_option_audit.csv,5469a22ee7fce0a1304fd8ba62374af2877f1f159123b76dd3577501dc7b0632,verified,release_input,selected_and_integrated,02_mcq_options/mcq_488_option_audit.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,mcq_defensible_distractor_and_gold_issue_queue.csv,eec2d05d90e625b9ca48bf8a65a0264103d47cad8485c3bde7147495947e6d6c,verified,release_input,selected_and_integrated,02_mcq_options/mcq_defensible_distractor_and_gold_issue_queue.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,mcq_option_issue_queue.csv,06fc3ed22b95c724e32ca960bf373d8965a5c7dfb7032fcd53df4f9f2758a091,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,option_and_reference_evidence_dashboard.xlsx,414b99c43525534bbcce63a3f2960d0334f2816c09d9f9fe0ee942623938b039,verified,release_input,selected_and_integrated,dashboards/option_reference_evidence_dashboard.xlsx,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,review_methodology.md,17005c250e543c5f3991c4b889730759973a2a364b534aff5aa52e1c797cd157,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
2,option_evidence,3-sgs152_option_and_reference_evidence_audit_v0.6.zip,source_to_reference_claim_map.csv,155ec41c907c6bbecf881595bfc00a092b4426b455c0e6c1e43ba7d3189fe399,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/3-sgs152_option_and_reference_evidence_audit_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,FINAL_ITEM_VALIDITY_REPORT.md,2b6eca272a474308299f6340679f3edb66f4d095e54a88d2ce538f3163516442,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,SHA256SUMS.txt,12d46ba0235d24d6f46e6df0d4311bed5d00400471456e82ba0b7ef4a03e8945,not_listed_self_manifest,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,all_242_item_validity_review.csv,506df9b3a1b5a9e08c8c89e6a4f5fc5767f74fa9d5942bfd4d93cefab0f19cfe,verified,release_input,selected_and_integrated,01_item_validity/all_242_item_validity_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,codex_item_audit_addendum.md,a1e4a2d058e58539aed3ac63974fc3af528027f30605e43d5654bd8a94db8bb5,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,explicit_error_explanations.csv,1d4f96223d6bac1084e790709bdc4e4a143347fcb8b8cd2cddd5824ad3036dad,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,explicit_gold_or_rationale_errors.csv,360f3e8c958a2115279d89e62586c07277b6ee9a60373d9ed2a6c37fc0ff1f87,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,gold_reference_ambiguity_queue.csv,db9567d7f8f69331f37e54fdff9bc54c6fe1245ffbb2909ec6ca19ef40e8f05f,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,hard50_50_item_validity_review.csv,7c87ced26ed4321f8623c11454dd2e7213955d27e619044c016eaf0dd08d4111,verified,release_input,selected_and_integrated,01_item_validity/hard50_50_item_validity_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,item_validity_dashboard.xlsx,b9189b181b1d79fd34cc47ae044a7f1b2acbf38722c5d2cca55e40b0d242474c,verified,release_input,selected_and_integrated,dashboards/item_validity_dashboard.xlsx,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,item_validity_issue_queue.csv,e8dedf128ad0c237a8c063da26b2f83418be89842da5d4c7d349d01e457d7d05,verified,release_input,selected_and_integrated,01_item_validity/item_validity_issue_queue.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,item_validity_set_summary.csv,c6e7c7857f8d81b89eeaa03f3acf8b1e6e1f6a9a4295b232b311a03c3e331cd2,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,item_validity_summary.json,c5569fcfd14595c626ee14146b539e93b36a29bec1271d8530a5e8051453dbfd,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,item_validity_summary.md,db5d1ab975a98aa6d55da0a888dfc77fd07984cb4b719254e6816e19b1db8d6d,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,main_152_item_validity_review.csv,d2a043991d3921e0fb731575bb43db24b26210f55c4cceabc3bb005c312e078b,verified,release_input,selected_and_integrated,01_item_validity/main_152_item_validity_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,manifest.json,ab0b62aa3632781675bf61880803b63e8a4bc90babd892f2a040f3581e037918,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,review_methodology.md,4a6bdac9734ca9b8662bb303caa5cc2c0d49e49d6cea3f7dcc8e534f2eb5fef4,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,robustness_40_item_validity_review.csv,13e3e9748047ab4215f731d496447a1e4e0a2780a6a4dc9c1b05641be691cb86,verified,release_input,selected_and_integrated,01_item_validity/robustness_40_item_validity_review.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
3,item_validity,1-sgs242_item_validity_review_v0.6.zip,source_support_ledger.csv,347479cf2ec03bad07386a9c5839ae2e6da267fad4d12075f092b81fa3e00530,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/1-sgs242_item_validity_review_v0.6.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/adjudication_decision_manual.md,ba0e52fad68eee48d3376601f879e71c3b24aa343dbc03f7a1e6a7850f52268b,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/audit_assertions.json,1677e5b3e5daa6f810ed6ccd41fe55d148ec90b86bd83d84318150d50d05d8b2,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/final_validation_spec.md,7ca6e65305b6025173dff31e3a7695166efbd31172188b09558981f9297c29a4,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/hard_fail_policy_v0.6.0.md,8206751335e202f72e1102ead38ecf85bfcacc5cfc15e9ffb0047e279e392d8b,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/owner_decisions.json,13c996d786c0ca7c2aa3deae984d92b9e26fc89eb38190b4d7b95d66a511b149,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/provenance_findings.md,35998d0815df709a7002d89b601c3a725ee980128298916c97f26c633118eef6,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/provenance_open_issues.csv,5a038d17ed17d7e971b90c401f91ebd13a4fe15a7708ae6ee1947905fe8e9269,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/raw_evidence_inventory.csv,aad5258cd47a8c450d963812a0d6fa6680a506233fd80c5918b0e71276aa0eb0,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/review_artifact_schema.json,c021633eaafd61fad099fce0371bdd29fa6295f8a10adc2a9fb24ccdf929952b,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/review_artifact_schema.md,2fb2d09c31f6f64eb174cbe00a7283ff270015a7045223292d1bc51b782dd0ca,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/review_scope_v0.6.0.md,a1f4a624cab2786db7fc7bad34d0042b88d0d7c1d2556c90a2f2ae5ad8c67ef6,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,00_review_foundation/scoring_policy_v0.6.0.md,f940c2ae3f08e369199e7dd9fb429b47f73cb40812cd8de62d0db966601874a8,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,01_free_response_design_review/blind_review_rules.md,2fbdfda2332a0660c980a1b07e870fce3a7f37446a86f862138703d7bba4e1a0,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
